Method,ReleaseId,LOC,ParamCount,Statements,Cyclomatic,Nesting,Cognitive,Smells,Modifications,Authors,NameLength,TSLC,FanOut,Buggy,File
unsafeDeliverMessage,4.2.0,11,1,2,1,7,8,0,1,1,20,16,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
updateLastMessageSeqId,4.2.0,13,1,7,4,7,11,1,1,1,22,16,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
consume,4.2.0,28,1,5,3,13,16,1,1,1,7,16,11,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
operationComplete,4.2.0,6,1,1,2,8,10,1,1,1,17,16,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
messageConsumed,4.2.0,29,1,2,4,12,16,0,1,1,15,16,8,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
resubscribeIfNecessary,4.2.0,37,1,11,5,8,13,0,1,1,22,16,16,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java
submitOp,4.2.0,28,1,6,8,11,19,0,0,0,8,113,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
executeOpAfterConnected,4.2.0,10,1,2,1,8,9,1,0,0,23,113,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
getChannel,4.2.0,4,0,1,1,4,5,0,0,0,10,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
writePubSubRequest,4.2.0,19,2,8,5,8,13,2,0,0,18,113,8,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
retryOrFailOp,4.2.0,25,1,7,4,11,15,1,0,0,13,113,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
onChannelConnected,4.2.0,18,1,9,3,10,13,1,0,0,18,113,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
onChannelConnectFailure,4.2.0,12,0,6,2,9,11,1,0,0,23,113,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
connect,4.2.0,33,0,12,5,13,18,1,0,0,7,113,11,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
operationComplete,4.2.0,20,1,8,3,8,11,0,0,0,17,113,9,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
connect,4.2.0,28,2,6,1,8,9,0,0,0,7,113,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
close,4.2.0,23,1,8,5,8,13,0,0,0,5,113,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
toString,4.2.0,6,0,3,1,13,14,0,0,0,8,113,11,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
close,4.2.0,4,0,1,1,4,5,0,0,0,5,113,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
getHChannelHandlerFromChannel,4.2.0,19,1,4,3,9,12,0,0,0,29,113,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java
handleResponse,4.2.0,13,3,6,4,12,16,0,2,1,14,16,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java
handleSuccessResponse,4.2.0,19,3,6,3,10,13,0,2,1,21,16,6,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java
asyncCloseSubscription,4.2.0,25,3,11,3,11,14,1,2,1,22,16,11,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java
operationFinished,4.2.0,6,2,3,1,5,6,0,2,1,17,16,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java
operationFailed,4.2.0,4,2,1,1,5,6,0,2,1,15,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java
getSubscriptionChannelPipelineFactory,4.2.0,4,0,1,1,4,5,0,2,1,37,16,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
createAndStoreSubscriptionChannel,4.2.0,7,1,3,1,7,8,0,2,1,33,16,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
createAndStoreSubscriptionChannel,4.2.0,5,1,2,1,7,8,0,2,1,33,16,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
storeSubscriptionChannel,4.2.0,5,2,1,1,5,6,1,2,1,24,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
getSubscriptionChannel,4.2.0,4,1,1,1,5,6,0,2,1,22,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
getSubscriptionChannel,4.2.0,9,1,3,2,8,10,0,2,1,22,16,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
getSubscriptionChannelByTopicSubscriber,4.2.0,16,1,5,3,10,13,0,2,1,39,16,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
onSubscriptionChannelDisconnected,4.2.0,21,2,8,6,11,17,1,2,1,33,16,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
getSubscribeResponseHandler,4.2.0,18,1,8,4,9,13,0,2,1,27,16,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
startDelivery,4.2.0,4,2,1,1,5,6,0,2,1,13,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
restartDelivery,4.2.0,4,1,1,1,5,6,0,2,1,15,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
startDelivery,4.2.0,28,3,8,7,12,19,2,2,1,13,16,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
stopDelivery,4.2.0,14,1,5,3,8,11,0,2,1,12,16,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
asyncCloseSubscription,4.2.0,10,3,5,3,8,11,0,2,1,22,16,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
checkTimeoutRequestsOnSubscriptionChannels,4.2.0,15,0,4,4,12,16,0,2,1,42,16,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
closeSubscriptionChannels,4.2.0,4,0,1,1,5,6,0,2,1,25,16,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
storeSubscriptionChannel,4.2.0,8,3,3,2,8,10,0,2,1,24,16,4,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
removeSubscriptionChannel,4.2.0,3,2,1,1,5,6,0,2,1,25,16,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java
createResponseHandlers,4.2.0,7,0,4,1,8,9,0,0,0,22,77,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java
operationComplete,4.2.0,52,1,17,8,12,20,0,0,0,17,113,24,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java
getHChannelManager,4.2.0,3,0,1,1,4,5,0,2,1,18,4,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
getConfiguration,4.2.0,3,0,1,1,4,5,0,2,1,16,4,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
getActiveSubscriber,4.2.0,3,1,1,1,5,6,0,2,1,19,4,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
createActiveSubscriber,4.2.0,3,7,1,1,5,6,0,2,1,22,4,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
handleResponse,4.2.0,69,3,30,12,17,29,1,2,1,14,4,43,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
handleSuccessResponse,4.2.0,13,3,0,1,3,4,0,2,1,21,4,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
postHandleSuccessResponse,4.2.0,3,2,0,1,3,4,0,2,1,25,4,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
addSubscription,4.2.0,8,2,3,2,7,9,1,2,1,15,4,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
handleSubscribeMessage,4.2.0,14,1,7,3,10,13,1,2,1,22,4,12,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
asyncMessageDeliver,4.2.0,9,2,4,2,10,12,1,2,1,19,4,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
messageConsumed,4.2.0,12,2,5,3,10,13,1,2,1,15,4,9,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
handleSubscriptionEvent,4.2.0,13,3,6,4,8,12,1,2,1,23,4,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
processSubscriptionEvent,4.2.0,11,2,3,3,9,12,1,2,1,24,4,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
startDelivery,4.2.0,11,2,4,3,8,11,0,2,1,13,4,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
stopDelivery,4.2.0,11,1,4,3,8,11,0,2,1,12,4,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
hasSubscription,4.2.0,4,1,1,1,5,6,0,2,1,15,4,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
consume,4.2.0,9,2,4,2,9,11,1,2,1,7,4,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
onChannelDisconnected,4.2.0,9,2,3,1,8,9,0,2,1,21,4,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
onDisconnect,4.2.0,5,1,1,2,7,9,1,2,1,12,4,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
onDisconnect,4.2.0,4,2,2,2,6,8,2,2,1,12,4,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
removeSubscription,4.2.0,3,2,1,1,5,6,0,2,1,18,4,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
resubscribeIfNecessary,4.2.0,7,2,2,2,7,9,0,2,1,22,4,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java
createResponseHandlers,4.2.0,1,0,0,1,3,4,0,0,0,22,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java
createHChannelHandler,4.2.0,3,0,1,1,5,6,1,0,0,21,113,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java
getPipeline,4.2.0,15,0,8,2,10,12,0,0,0,11,113,13,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java
getSubscriptionEventEmitter,4.2.0,4,0,1,1,4,5,0,1,1,27,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getConsumeCallback,4.2.0,3,0,1,1,4,5,0,1,1,18,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getSslFactory,4.2.0,3,0,1,1,4,5,0,1,1,13,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getChannelFactory,4.2.0,3,0,1,1,4,5,0,1,1,17,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getNonSubscriptionChannelPipelineFactory,4.2.0,3,0,1,1,4,5,0,1,1,40,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getSubscriptionChannelPipelineFactory,4.2.0,1,0,0,1,2,3,0,1,1,37,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
schedule,4.2.0,13,2,5,2,9,11,0,1,1,8,42,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
submitOpAfterDelay,4.2.0,20,2,7,2,13,15,1,1,1,18,42,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
run,4.2.0,5,0,2,1,6,7,1,1,1,3,42,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
submitOp,4.2.0,16,1,6,4,10,14,0,1,1,8,42,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
redirectToHost,4.2.0,24,2,8,6,10,16,1,1,1,14,42,9,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
submitOpThruChannel,4.2.0,10,2,5,3,8,11,1,1,1,19,42,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
submitOpToDefaultServer,4.2.0,5,1,2,1,6,7,1,1,1,23,42,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
createAndStoreNonSubscriptionChannel,4.2.0,8,1,3,1,7,8,1,1,1,36,42,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
createAndStoreNonSubscriptionChannel,4.2.0,4,1,2,1,7,8,1,1,1,36,42,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
storeNonSubscriptionChannel,4.2.0,3,2,1,1,5,6,1,1,1,27,42,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getNonSubscriptionChannel,4.2.0,9,1,1,1,5,6,1,1,1,25,42,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getNonSubscriptionChannelByTopic,4.2.0,25,1,5,3,10,13,1,1,1,32,42,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
onNonSubscriptionChannelDisconnected,4.2.0,28,2,6,5,7,12,1,1,1,36,42,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
createAndStoreSubscriptionChannel,4.2.0,8,1,0,1,3,4,0,1,1,33,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
createAndStoreSubscriptionChannel,4.2.0,7,1,0,1,3,4,0,1,1,33,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getSubscriptionChannel,4.2.0,7,1,0,1,3,4,0,1,1,22,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
getSubscriptionChannelByTopicSubscriber,4.2.0,11,1,0,1,3,4,0,1,1,39,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
onSubscriptionChannelDisconnected,4.2.0,9,2,0,1,3,4,0,1,1,33,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
sendConsumeRequest,4.2.0,20,3,5,2,14,16,3,1,1,18,42,12,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
operationComplete,4.2.0,6,1,1,2,9,11,1,1,1,17,42,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
storeTopic2HostMapping,4.2.0,45,2,12,9,11,20,3,1,1,22,42,19,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
clearAllTopicsForHost,4.2.0,20,1,5,3,13,16,1,1,1,21,42,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
clearHostForTopic,4.2.0,22,2,7,5,11,16,3,1,1,17,42,13,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
nextTxnId,4.2.0,4,0,1,1,5,6,0,1,1,9,42,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
run,4.2.0,21,0,6,4,12,16,0,1,1,3,42,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
restartDelivery,4.2.0,1,1,0,1,3,4,0,1,1,15,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
checkTimeoutRequestsOnSubscriptionChannels,4.2.0,4,0,0,1,1,2,0,1,1,42,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
isClosed,4.2.0,9,0,3,1,8,9,0,1,1,8,42,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
closeSubscriptionChannels,4.2.0,4,0,0,1,1,2,0,1,1,25,42,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
close,4.2.0,22,0,10,2,8,10,0,1,1,5,42,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java
submitOpAfterDelay,4.2.0,9,2,0,1,3,4,0,0,0,18,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
submitOp,4.2.0,7,1,0,1,3,4,0,0,0,8,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
submitOpToDefaultServer,4.2.0,7,1,0,1,3,4,0,0,0,23,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
redirectToHost,4.2.0,9,2,0,1,3,4,0,0,0,14,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
nextTxnId,4.2.0,6,0,0,1,1,2,0,0,0,9,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
schedule,4.2.0,9,2,0,1,3,4,0,0,0,8,113,0,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java
