Method,ReleaseId,LOC,ParamCount,Statements,Cyclomatic,Nesting,Cognitive,Smells,Modifications,Authors,NameLength,TSLC,FanOut,Buggy,File
getFreshEntryId,4.0.0,7,1,3,1,7,8,0,4,2,15,19,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
removeEntryId,4.0.0,14,1,6,3,11,14,2,4,2,13,19,6,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
closeHandle,4.0.0,3,0,1,1,5,6,0,4,2,11,19,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
main,4.0.0,42,1,20,8,13,21,1,4,2,4,19,20,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
writeSameEntryBatch,4.0.0,15,2,8,3,9,12,3,4,2,19,19,11,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
writeConsecutiveEntriesBatch,4.0.0,24,1,15,3,11,14,2,4,2,28,19,13,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
writeSameEntryBatchFS,4.0.0,16,2,9,3,11,14,2,4,2,21,19,9,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
addComplete,4.0.0,4,4,1,1,6,7,0,4,2,11,19,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
readComplete,4.0.0,11,4,4,2,9,11,2,4,2,12,19,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java
closeHandle,4.0.0,3,0,1,1,5,6,0,3,2,11,19,1,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java
main,4.0.0,29,1,10,5,10,15,2,3,2,4,19,14,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java
writeSameEntryBatch,4.0.0,19,2,11,2,9,11,3,3,2,19,19,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java
writeSameEntry,4.0.0,11,2,8,2,9,11,2,3,2,14,19,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/MySqlClient.java
msgIdToReadableString,4.0.0,13,1,10,2,9,11,0,1,1,21,92,12,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
inMapForm,4.0.0,7,1,3,2,8,10,0,1,1,9,92,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
areEqual,4.0.0,19,2,7,6,10,16,0,1,1,8,92,10,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
mergeLocalSeqId,4.0.0,6,2,4,1,8,9,0,1,1,15,92,5,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
mergeLocalSeqId,4.0.0,3,2,1,1,6,7,0,1,1,15,92,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
compare,4.0.0,24,2,8,5,11,16,0,1,1,7,92,7,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
takeRegionMaximum,4.0.0,22,3,8,5,11,16,0,1,1,17,92,11,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java
getBasicBuilder,4.0.0,3,1,1,1,7,8,0,0,0,15,250,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java
getSuccessResponse,4.0.0,3,1,1,1,8,9,0,0,0,18,250,3,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java
getResponseForException,4.0.0,3,2,1,1,9,10,0,0,0,23,250,6,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java
toString,4.0.0,5,1,3,1,8,9,0,1,1,8,92,4,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java
isHubSubscriber,4.0.0,3,1,1,1,6,7,0,1,1,15,92,2,0,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java
registerAllExtensions,4.0.0,2,1,0,1,6,7,0,1,1,21,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getNumber,4.0.0,3,0,1,1,4,5,0,1,1,9,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,8,1,2,2,6,8,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetValueMap,4.0.0,3,0,1,1,6,7,0,1,1,19,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
findValueByNumber,4.0.0,3,1,1,1,5,6,0,1,1,17,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getValueDescriptor,4.0.0,3,0,1,1,6,7,0,1,1,18,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptorForType,4.0.0,3,0,1,1,6,7,0,1,1,20,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptor,4.0.0,3,0,1,1,11,12,0,1,1,13,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,6,1,2,2,9,11,0,1,1,7,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getNumber,4.0.0,3,0,1,1,4,5,0,1,1,9,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,18,1,7,7,6,13,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetValueMap,4.0.0,3,0,1,1,6,7,0,1,1,19,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
findValueByNumber,4.0.0,3,1,1,1,5,6,0,1,1,17,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getValueDescriptor,4.0.0,3,0,1,1,6,7,0,1,1,18,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptorForType,4.0.0,3,0,1,1,6,7,0,1,1,20,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptor,4.0.0,3,0,1,1,11,12,0,1,1,13,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,6,1,2,2,9,11,0,1,1,7,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getNumber,4.0.0,3,0,1,1,4,5,0,1,1,9,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,30,1,13,13,6,19,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetValueMap,4.0.0,3,0,1,1,6,7,0,1,1,19,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
findValueByNumber,4.0.0,3,1,1,1,5,6,0,1,1,17,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getValueDescriptor,4.0.0,3,0,1,1,6,7,0,1,1,18,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptorForType,4.0.0,3,0,1,1,6,7,0,1,1,20,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptor,4.0.0,3,0,1,1,11,12,0,1,1,13,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
valueOf,4.0.0,6,1,2,2,9,11,0,1,1,7,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDefaultInstance,4.0.0,3,0,1,1,4,5,0,1,1,18,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDefaultInstanceForType,4.0.0,3,0,1,1,4,5,0,1,1,25,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptor,4.0.0,3,0,1,1,9,10,0,1,1,13,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetFieldAccessorTable,4.0.0,3,0,1,1,9,10,0,1,1,29,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasBody,4.0.0,3,0,1,1,4,5,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getBody,4.0.0,3,0,1,1,5,6,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasSrcRegion,4.0.0,3,0,1,1,4,5,0,1,1,12,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getSrcRegion,4.0.0,3,0,1,1,5,6,0,1,1,12,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasMsgId,4.0.0,3,0,1,1,4,5,0,1,1,8,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getMsgId,4.0.0,3,0,1,1,7,8,0,1,1,8,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
initFields,4.0.0,3,0,1,1,11,12,1,1,1,10,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
isInitialized,4.0.0,9,0,3,4,8,12,0,1,1,13,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
writeTo,4.0.0,13,1,5,4,7,11,0,1,1,7,92,12,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getSerializedSize,4.0.0,18,0,9,5,11,16,0,1,1,17,92,11,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,2,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,2,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,2,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseDelimitedFrom,4.0.0,8,1,3,2,7,9,0,1,1,18,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseDelimitedFrom,4.0.0,8,2,3,2,7,9,0,1,1,18,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,2,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
newBuilder,4.0.0,3,0,1,1,5,6,0,1,1,10,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
newBuilderForType,4.0.0,3,0,1,1,4,5,0,1,1,17,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
newBuilder,4.0.0,3,1,1,1,8,9,0,1,1,10,92,2,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
toBuilder,4.0.0,3,0,1,1,4,5,0,1,1,9,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
create,4.0.0,5,0,3,1,11,12,1,1,1,6,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetResult,4.0.0,3,0,1,1,7,8,0,1,1,17,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
clear,4.0.0,7,0,3,2,11,13,0,1,1,5,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
clone,4.0.0,3,0,1,1,5,6,1,1,1,5,92,2,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptorForType,4.0.0,3,0,1,1,10,11,0,1,1,20,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDefaultInstanceForType,4.0.0,3,0,1,1,10,11,0,1,1,25,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
isInitialized,4.0.0,3,0,1,1,5,6,0,1,1,13,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
build,4.0.0,6,0,2,3,7,10,0,1,1,5,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
buildParsed,4.0.0,6,0,2,2,8,10,1,1,1,11,92,4,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
buildPartial,4.0.0,8,0,4,2,11,13,0,1,1,12,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
mergeFrom,4.0.0,8,1,3,2,13,15,0,1,1,9,92,2,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
mergeFrom,4.0.0,15,1,6,5,11,16,0,1,1,9,92,12,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
mergeFrom,4.0.0,39,2,16,8,17,25,1,1,1,9,92,19,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasBody,4.0.0,4,0,1,1,5,6,0,1,1,7,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getBody,4.0.0,3,0,1,1,5,6,0,1,1,7,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
setBody,4.0.0,8,1,4,2,7,9,0,1,1,7,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
clearBody,4.0.0,5,0,3,1,6,7,0,1,1,9,92,2,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasSrcRegion,4.0.0,4,0,1,1,5,6,0,1,1,12,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getSrcRegion,4.0.0,3,0,1,1,5,6,0,1,1,12,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
setSrcRegion,4.0.0,8,1,4,2,7,9,0,1,1,12,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
clearSrcRegion,4.0.0,5,0,3,1,6,7,0,1,1,14,92,2,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasMsgId,4.0.0,4,0,1,1,5,6,0,1,1,8,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getMsgId,4.0.0,3,0,1,1,7,8,0,1,1,8,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
setMsgId,4.0.0,8,1,4,2,8,10,0,1,1,8,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
setMsgId,4.0.0,5,1,3,1,9,10,0,1,1,8,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
mergeMsgId,4.0.0,9,1,4,3,15,18,0,1,1,10,92,5,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
clearMsgId,4.0.0,5,0,3,1,11,12,0,1,1,10,92,1,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDefaultInstance,4.0.0,3,0,1,1,4,5,0,1,1,18,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDefaultInstanceForType,4.0.0,3,0,1,1,4,5,0,1,1,25,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getDescriptor,4.0.0,3,0,1,1,9,10,0,1,1,13,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
internalGetFieldAccessorTable,4.0.0,3,0,1,1,9,10,0,1,1,29,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasRegion,4.0.0,3,0,1,1,4,5,0,1,1,9,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getRegion,4.0.0,3,0,1,1,5,6,0,1,1,9,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
hasSeqId,4.0.0,3,0,1,1,4,5,0,1,1,8,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getSeqId,4.0.0,3,0,1,1,4,5,0,1,1,8,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
initFields,4.0.0,2,0,0,1,1,2,1,1,1,10,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
isInitialized,4.0.0,7,0,3,3,5,8,0,1,1,13,92,0,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
writeTo,4.0.0,10,1,4,3,7,10,0,1,1,7,92,9,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
getSerializedSize,4.0.0,15,0,8,4,11,15,0,1,1,17,92,8,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,2,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
parseFrom,4.0.0,3,1,1,1,7,8,0,1,1,9,92,3,1,/Users/colaf/Documents/ISW2/bookkeeper/bookkeeper_ISW2/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java
